Date,HomeTeam,AwayTeam,FTHG,FTAG,BbAHh,HMargin,H_Bet_Win
190227,Southampton,Fulham,2,0,-0.75,2,True
190227,Man City,West Ham,1,0,-2.0,1,False
190227,Crystal Palace,Man United,1,3,0.25,-2,False
190227,Chelsea,Tottenham,2,0,-0.25,2,True
190227,Arsenal,Bournemouth,5,1,-1.0,4,True
190302,Bournemouth,Man City,0,1,2.0,-1,True
190302,Brighton,Huddersfield,1,0,-0.75,1,True
190302,Burnley,Crystal Palace,1,3,0.25,-2,False
190302,Man United,Southampton,3,2,-1.0,1,False
190302,Tottenham,Arsenal,1,1,-0.25,0,False
190302,West Ham,Newcastle,2,0,-0.25,2,True
190302,Wolves,Cardiff,2,0,-1.0,2,True
190303,Everton,Liverpool,0,0,1.0,0,True
190303,Fulham,Chelsea,1,2,1.0,-1,False
190303,Watford,Leicester,2,1,-0.25,1,True
190309,Man City,Watford,3,1,-2.5,2,False
190309,Leicester,Fulham,3,1,-1.0,2,True
190309,Newcastle,Everton,3,2,-0.25,1,True
190309,Crystal Palace,Brighton,1,2,-0.75,-1,False
190309,Cardiff,West Ham,2,0,0.25,2,True
190309,Huddersfield,Bournemouth,0,2,0.25,-2,False
190309,Southampton,Tottenham,2,1,0.75,1,True
190310,Chelsea,Wolves,1,1,-1.0,0,False
190310,Arsenal,Man United,2,0,-0.25,2,True
190310,Liverpool,Burnley,4,2,-2.25,2,False
